ID Groupe,ID Passager,Catégorie,Classe,Transit Time,Poids,x,y,Siège
0,0,hommes,Business,75.0,80.0,6,1,6A
1,1,femmes,Economie,inf,65.0,17,1,18A
2,2,hommes,Economie,inf,80.01,26,6,27E
3,3,femmes,Economie,inf,65.01,27,5,28D
4,4,hommes,Economie,325.0,80.02,16,6,17E
4,5,hommes,Economie,325.0,80.03,16,7,17F
5,6,femmes,Economie,inf,65.02,17,7,18F
6,7,femmes,Economie,190.0,65.03,13,7,14F
7,8,femmes,Business,80.0,65.04,6,6,6E
7,9,hommes,Business,80.0,80.04,6,5,6D
8,10,hommes,Issue de secours,140.0,80.05,12,2,12B
9,11,femmes,Economie,inf,65.05,24,5,25D
10,12,femmes,Economie,235.0,65.06,14,7,15F
10,13,hommes,Economie,235.0,80.06,14,6,15E
11,14,hommes,Business,70.0,80.07,5,7,5F
12,15,hommes,Economie,inf,80.08,27,3,28C
13,16,femmes,Economie,inf,65.07,28,2,29B
13,17,hommes,Economie,inf,80.09,28,1,29A
14,18,hommes,Economie,360.0,80.1,14,5,15D
15,19,hommes,Business,95.0,80.11,7,3,7C
16,20,femmes,Business,60.0,65.08,2,6,2E
16,21,hommes,Business,60.0,80.12,2,7,2F
17,22,hommes,Economie,120.0,80.13,10,3,10C
18,23,femmes,Economie,inf,65.09,23,6,24E
18,24,femmes,Economie,inf,65.1,23,5,24D
18,25,hommes,Economie,inf,80.14,22,6,23E
18,26,hommes,Economie,inf,80.15,22,5,23D
19,27,femmes,Business,65.0,65.11,4,1,4A
19,28,femmes,Business,65.0,65.12,3,1,3A
19,29,hommes,Business,65.0,80.16,4,2,4B
19,30,hommes,Business,65.0,80.17,3,2,3B
20,31,femmes,Economie,inf,65.13,20,5,21D
20,32,femmes,Economie,inf,65.14,20,6,21E
20,33,enfants,Economie,inf,35.0,20,7,21F
21,34,femmes,Business,65.0,65.15,4,3,4C
22,35,femmes,Business,50.0,65.16,1,2,1B
