ID Groupe,ID Passager,Catégorie,Classe,Transit Time,Poids,x,y,Siège
0,0,hommes,Business,60.0,80.0,2,2,2B
1,1,femmes,Business,90.0,65.0,5,5,5D
2,2,femmes,Economie,inf,65.01,20,6,20E
3,3,hommes,Economie,inf,80.01,31,6,30E
4,4,hommes,Economie,inf,80.02,26,5,25D
5,5,femmes,Economie,inf,65.02,33,7,32F
6,6,femmes,Economie,inf,65.03,35,3,34C
6,7,hommes,Economie,inf,80.03,35,2,34B
7,8,hommes,Economie,inf,80.04,28,1,27A
8,9,hommes,Economie,inf,80.05,26,3,25C
9,10,femmes,Economie,inf,65.04,30,1,29A
10,11,hommes,Economie,inf,80.06,29,2,28B
11,12,hommes,Economie,inf,80.07,27,7,26F
12,13,femmes,Business,80.0,65.05,4,7,4F
13,14,femmes,Business,60.0,65.06,2,5,2D
13,15,hommes,Business,60.0,80.08,2,6,2E
14,16,femmes,Business,100.0,65.07,6,2,6B
14,17,hommes,Business,100.0,80.09,6,1,6A
15,18,hommes,Economie,inf,80.1,27,6,26E
16,19,hommes,Business,120.0,80.11,7,5,7D
17,20,femmes,Economie,545.0,65.08,11,6,10E
17,21,femmes,Economie,545.0,65.09,11,2,10B
17,22,hommes,Economie,545.0,80.12,11,3,10C
17,23,hommes,Economie,545.0,80.13,11,5,10D
18,24,hommes,Economie,inf,80.14,34,6,33E
19,25,femmes,Economie,inf,65.1,26,6,25E
19,26,hommes,Economie,inf,80.15,26,7,25F
20,27,hommes,Economie,inf,80.16,29,3,28C
21,28,hommes,Economie,inf,80.17,18,5,18D
22,29,femmes,Business,65.0,65.11,2,1,2A
23,30,femmes,Business,55.0,65.12,2,7,2F
24,31,hommes,Economie,inf,80.18,29,1,28A
25,32,femmes,Economie,inf,65.13,25,6,24E
26,33,femmes,Economie,inf,65.14,32,5,31D
27,34,hommes,Economie,inf,80.19,25,7,24F
28,35,femmes,Economie,inf,65.15,20,3,20C
28,36,hommes,Economie,inf,80.2,20,2,20B
29,37,femmes,Economie,inf,65.16,31,5,30D
30,38,femmes,Business,65.0,65.17,3,1,3A
31,39,hommes,Business,50.0,80.21,1,7,1F
32,40,femmes,Business,90.0,65.18,5,7,5F
33,41,hommes,Business,95.0,80.22,6,3,6C
34,42,femmes,Business,75.0,65.19,3,6,3E
34,43,hommes,Business,75.0,80.23,3,7,3F
35,44,femmes,Business,50.0,65.2,1,3,1C
35,45,hommes,Business,50.0,80.24,1,2,1B
36,46,hommes,Issue de secours,210.0,80.25,10,6,9E
37,47,hommes,Economie,inf,80.26,36,7,35F
38,48,femmes,Issue de secours,210.0,65.21,10,2,9B
38,49,hommes,Issue de secours,210.0,80.27,10,1,9A
39,50,hommes,Economie,inf,80.28,28,6,27E
40,51,femmes,Economie,inf,65.22,33,2,32B
41,52,hommes,Business,140.0,80.29,8,7,8F
42,53,hommes,Economie,inf,80.3,33,6,32E
43,54,femmes,Business,70.0,65.23,3,2,3B
43,55,hommes,Business,70.0,80.31,3,3,3C
44,56,femmes,Business,95.0,65.24,6,6,6E
45,57,femmes,Economie,inf,65.25,32,3,31C
46,58,femmes,Economie,inf,65.26,36,2,35B
46,59,hommes,Economie,inf,80.32,36,3,35C
46,60,hommes,Economie,inf,80.33,36,1,35A
47,61,hommes,Economie,inf,80.34,36,5,35D
48,62,femmes,Business,100.0,65.27,7,7,7F
