ID Groupe,ID Passager,Catégorie,Classe,Transit Time,Poids,x,y,Siège
0,0,femmes,Economie,inf,65.0,14,3,14C
0,1,hommes,Economie,inf,80.0,14,1,14A
0,2,enfants,Economie,inf,35.0,14,2,14B
1,3,hommes,Economie,60.0,80.01,13,7,12F
2,4,femmes,Economie,165.0,65.01,13,6,12E
2,5,hommes,Economie,165.0,80.02,13,5,12D
3,6,hommes,Economie,inf,80.03,30,2,29B
3,7,enfants,Economie,inf,35.01,30,1,29A
3,8,WHCR,Economie,inf,70.0,30,6,29E
4,9,femmes,Economie,inf,65.02,15,3,15C
4,10,femmes,Economie,inf,65.03,15,5,15D
4,11,femmes,Economie,inf,65.04,15,7,15F
5,12,femmes,Business,inf,65.05,7,3,7C
5,13,hommes,Business,inf,80.04,7,1,7A
6,14,femmes,Business,85.0,65.06,1,3,1C
6,15,hommes,Business,85.0,80.05,1,1,1A
7,16,enfants,Economie,inf,35.02,34,1,33A
8,17,femmes,Economie,60.0,65.07,11,5,10D
8,18,femmes,Economie,60.0,65.08,11,7,10F
8,19,femmes,Issue de secours,60.0,65.09,10,6,9E
8,20,femmes,Issue de secours,60.0,65.1,10,7,9F
8,21,femmes,Issue de secours,60.0,65.11,10,3,9C
8,22,hommes,Economie,60.0,80.06,11,3,10C
8,23,hommes,Economie,60.0,80.07,11,6,10E
9,24,femmes,Economie,inf,65.12,18,6,18E
10,25,femmes,Economie,inf,65.13,32,3,31C
11,26,hommes,Economie,inf,80.08,31,5,30D
11,27,hommes,Economie,inf,80.09,31,6,30E
12,28,hommes,Economie,inf,80.1,30,3,29C
13,29,hommes,Economie,inf,80.11,29,1,28A
13,30,hommes,Economie,inf,80.12,29,2,28B
13,31,hommes,Economie,inf,80.13,29,3,28C
14,32,femmes,Economie,inf,65.14,22,3,22C
14,33,femmes,Economie,inf,65.15,22,2,22B
15,34,femmes,Economie,60.0,65.16,11,1,10A
16,35,femmes,Economie,inf,65.17,26,1,25A
17,36,hommes,Economie,inf,80.14,14,5,14D
17,37,enfants,Economie,inf,35.03,14,6,14E
18,38,hommes,Issue de secours,inf,80.15,24,6,23E
19,39,femmes,Economie,inf,65.18,16,5,16D
19,40,hommes,Economie,inf,80.16,16,6,16E
20,41,hommes,Economie,inf,80.17,25,7,24F
21,42,hommes,Economie,inf,80.18,34,2,33B
22,43,femmes,Economie,inf,65.19,28,6,27E
22,44,femmes,Economie,inf,65.2,28,7,27F
22,45,femmes,Economie,inf,65.21,27,7,26F
22,46,femmes,Economie,inf,65.22,26,5,25D
22,47,hommes,Economie,inf,80.19,26,7,25F
23,48,femmes,Economie,inf,65.23,33,1,32A
23,49,hommes,Economie,inf,80.2,33,2,32B
25,50,femmes,Economie,inf,65.24,17,6,17E
25,51,femmes,Economie,inf,65.25,17,5,17D
26,52,hommes,Business,inf,80.21,3,3,3C
27,53,hommes,Business,inf,80.22,2,5,2D
28,54,hommes,Economie,85.0,80.23,12,5,11D
29,55,femmes,Economie,85.0,65.26,12,2,11B
29,56,hommes,Economie,85.0,80.24,12,3,11C
30,57,femmes,Economie,inf,65.27,35,1,34A
30,58,hommes,Economie,inf,80.25,36,2,35B
30,59,hommes,Economie,inf,80.26,36,1,35A
30,60,enfants,Economie,inf,35.04,35,2,34B
31,61,hommes,Economie,inf,80.27,22,6,22E
31,62,hommes,Economie,inf,80.28,19,6,19E
31,63,hommes,Economie,inf,80.29,19,7,19F
31,64,hommes,Economie,inf,80.3,21,7,21F
31,65,hommes,Economie,inf,80.31,21,5,21D
32,66,hommes,Economie,inf,80.32,19,1,19A
32,67,hommes,Economie,inf,80.33,20,2,20B
32,68,hommes,Economie,inf,80.34,18,1,18A
32,69,hommes,Economie,inf,80.35,21,2,21B
32,70,hommes,Economie,inf,80.36,20,3,20C
32,71,hommes,Economie,inf,80.37,19,3,19C
33,72,femmes,Economie,85.0,65.28,13,1,12A
33,73,hommes,Economie,85.0,80.38,13,2,12B
34,74,femmes,Economie,inf,65.29,15,1,15A
34,75,hommes,Economie,inf,80.39,15,2,15B
35,76,femmes,Issue de secours,60.0,65.3,10,1,9A
35,77,femmes,Issue de secours,60.0,65.31,10,2,9B
36,78,hommes,Economie,inf,80.4,36,3,35C
37,79,hommes,Economie,inf,80.41,33,3,32C
38,80,femmes,Economie,inf,65.32,35,7,34F
38,81,WHCR,Economie,inf,70.01,35,6,34E
39,82,femmes,Issue de secours,inf,65.33,24,1,23A
39,83,WHCR,Issue de secours,inf,70.02,24,2,23B
40,84,hommes,Economie,inf,80.42,27,5,26D
41,85,hommes,Economie,165.0,80.43,12,1,11A
42,86,femmes,Economie,inf,65.34,26,3,25C
42,87,femmes,Economie,inf,65.35,27,2,26B
42,88,femmes,Economie,inf,65.36,25,3,24C
42,89,femmes,Economie,inf,65.37,25,1,24A
42,90,femmes,Economie,inf,65.38,27,3,26C
43,91,femmes,Economie,85.0,65.39,12,7,11F
43,92,femmes,Economie,85.0,65.4,12,6,11E
44,93,hommes,Economie,85.0,80.44,11,2,10B
45,94,femmes,Economie,inf,65.41,17,2,17B
45,95,hommes,Economie,inf,80.45,17,1,17A
45,96,enfants,Economie,inf,35.05,17,3,17C
46,97,femmes,Business,inf,65.42,8,1,8A
47,98,femmes,Business,inf,65.43,3,1,3A
48,99,WHCR,Economie,inf,70.03,33,6,32E
49,100,femmes,Business,inf,65.44,5,5,5D
50,101,hommes,Business,inf,80.46,1,7,1F
51,102,femmes,Business,inf,65.45,5,7,5F
52,103,femmes,Business,inf,65.46,7,5,7D
