ID Groupe,ID Passager,Catégorie,Classe,Transit Time,Poids,x,y,Siège
0,0,femmes,Economie,inf,65.0,15,2,15B
0,1,femmes,Economie,inf,65.01,16,2,16B
0,2,hommes,Economie,inf,80.0,16,1,16A
0,3,enfants,Economie,inf,35.0,15,1,15A
1,4,femmes,Economie,inf,65.02,18,5,18D
2,5,hommes,Business,60.0,80.01,8,7,8F
2,6,WHCR,Business,60.0,70.0,8,6,8E
3,7,femmes,Economie,inf,65.03,19,3,19C
3,8,femmes,Economie,inf,65.04,18,1,18A
3,9,femmes,Economie,inf,65.05,19,2,19B
3,10,femmes,Economie,inf,65.06,18,2,18B
3,11,femmes,Economie,inf,65.07,18,3,18C
4,12,femmes,Business,115.0,65.08,4,5,4D
5,13,femmes,Economie,inf,65.09,20,6,20E
5,14,hommes,Economie,inf,80.02,20,5,20D
6,15,hommes,Economie,inf,80.03,35,3,34C
7,16,hommes,Economie,inf,80.04,26,6,25E
7,17,hommes,Economie,inf,80.05,25,7,24F
7,18,hommes,Economie,inf,80.06,25,5,24D
7,19,hommes,Economie,inf,80.07,25,6,24E
7,20,hommes,Economie,inf,80.08,26,7,25F
8,21,femmes,Issue de secours,inf,65.1,10,3,9C
8,22,femmes,Issue de secours,inf,65.11,10,2,9B
8,23,femmes,Issue de secours,inf,65.12,10,1,9A
9,24,femmes,Issue de secours,inf,65.13,10,7,9F
9,25,WHCR,Issue de secours,inf,70.01,10,6,9E
10,26,hommes,Business,60.0,80.09,1,1,1A
10,27,hommes,Business,60.0,80.1,1,6,1E
10,28,hommes,Business,60.0,80.11,1,3,1C
10,29,hommes,Business,60.0,80.12,1,7,1F
10,30,hommes,Business,60.0,80.13,2,1,2A
10,31,hommes,Business,60.0,80.14,1,2,1B
10,32,hommes,Business,60.0,80.15,1,5,1D
10,33,hommes,Business,60.0,80.16,2,6,2E
10,34,hommes,Business,60.0,80.17,2,7,2F
10,35,hommes,Business,60.0,80.18,2,3,2C
10,36,enfants,Business,60.0,35.01,2,2,2B
10,37,enfants,Business,60.0,35.02,2,5,2D
11,38,WHCR,Issue de secours,inf,70.02,24,6,23E
12,39,hommes,Economie,inf,80.19,21,2,21B
13,40,hommes,Economie,inf,80.2,33,6,32E
14,41,femmes,Economie,inf,65.14,22,5,22D
14,42,femmes,Economie,inf,65.15,22,6,22E
15,43,hommes,Business,255.0,80.21,8,2,8B
16,44,femmes,Economie,inf,65.16,32,2,31B
16,45,hommes,Economie,inf,80.22,32,1,31A
17,46,femmes,Economie,inf,65.17,36,3,35C
17,47,hommes,Economie,inf,80.23,36,2,35B
18,48,femmes,Economie,inf,65.18,35,6,34E
18,49,hommes,Economie,inf,80.24,36,5,35D
18,50,enfants,Economie,inf,35.03,36,6,35E
18,51,enfants,Economie,inf,35.04,35,5,34D
19,52,femmes,Economie,inf,65.19,31,1,30A
20,53,femmes,Business,115.0,65.2,4,2,4B
21,54,femmes,Economie,inf,65.21,12,2,11B
22,55,hommes,Business,165.0,80.25,7,1,7A
23,56,femmes,Business,115.0,65.22,5,1,5A
23,57,femmes,Business,115.0,65.23,6,2,6B
23,58,femmes,Business,115.0,65.24,5,2,5B
23,59,femmes,Business,115.0,65.25,5,3,5C
23,60,femmes,Business,115.0,65.26,6,3,6C
23,61,hommes,Business,115.0,80.26,6,1,6A
24,62,femmes,Economie,inf,65.27,30,6,29E
25,63,femmes,Economie,inf,65.28,36,1,35A
26,64,hommes,Economie,inf,80.27,26,1,25A
27,65,femmes,Economie,inf,65.29,29,7,28F
27,66,femmes,Economie,inf,65.3,29,6,28E
28,67,femmes,Economie,inf,65.31,14,6,14E
28,68,femmes,Economie,inf,65.32,15,5,15D
28,69,femmes,Economie,inf,65.33,14,5,14D
28,70,femmes,Economie,inf,65.34,15,6,15E
29,71,hommes,Business,60.0,80.28,4,3,4C
30,72,femmes,Economie,inf,65.35,34,6,33E
30,73,hommes,Economie,inf,80.29,34,7,33F
31,74,femmes,Economie,inf,65.36,28,7,27F
32,75,hommes,Economie,inf,80.3,34,3,33C
33,76,hommes,Business,255.0,80.31,8,3,8C
34,77,hommes,Economie,inf,80.32,13,1,12A
34,78,hommes,Economie,inf,80.33,13,2,12B
35,79,hommes,Business,115.0,80.34,5,5,5D
35,80,hommes,Business,115.0,80.35,5,7,5F
35,81,enfants,Business,115.0,35.05,5,6,5E
36,82,hommes,Business,60.0,80.36,3,3,3C
36,83,hommes,Business,60.0,80.37,3,2,3B
36,84,enfants,Business,60.0,35.06,3,1,3A
37,85,femmes,Economie,inf,65.37,36,7,35F
38,86,femmes,Economie,inf,65.38,12,7,11F
38,87,hommes,Economie,inf,80.38,12,6,11E
38,88,hommes,Economie,inf,80.39,12,5,11D
39,89,hommes,Economie,inf,80.4,29,2,28B
40,90,hommes,Economie,inf,80.41,32,5,31D
41,91,femmes,Economie,inf,65.39,31,7,30F
41,92,hommes,Economie,inf,80.42,31,5,30D
41,93,hommes,Economie,inf,80.43,31,6,30E
42,94,femmes,Economie,inf,65.4,28,3,27C
43,95,hommes,Economie,inf,80.44,35,1,34A
44,96,hommes,Economie,inf,80.45,21,1,21A
45,97,femmes,Business,60.0,65.41,3,6,3E
45,98,femmes,Business,60.0,65.42,3,7,3F
45,99,hommes,Business,60.0,80.46,4,7,4F
45,100,hommes,Business,60.0,80.47,4,6,4E
46,101,hommes,Economie,inf,80.48,30,7,29F
47,102,WHCR,Economie,inf,70.03,26,2,25B
48,103,femmes,Business,165.0,65.43,7,7,7F
49,104,femmes,Economie,inf,65.44,35,7,34F
50,105,femmes,Economie,inf,65.45,34,2,33B
50,106,femmes,Economie,inf,65.46,34,1,33A
50,107,femmes,Economie,inf,65.47,33,2,32B
50,108,hommes,Economie,inf,80.49,33,1,32A
51,109,femmes,Economie,inf,65.48,30,2,29B
51,110,femmes,Economie,inf,65.49,30,1,29A
51,111,femmes,Economie,inf,65.5,30,3,29C
52,112,hommes,Economie,inf,80.5,33,5,32D
53,113,femmes,Business,115.0,65.51,6,5,6D
54,114,hommes,Business,60.0,80.51,3,5,3D
55,115,hommes,Economie,inf,80.52,11,5,10D
55,116,hommes,Economie,inf,80.53,11,6,10E
56,117,hommes,Economie,inf,80.54,25,1,24A
57,118,hommes,Economie,inf,80.55,13,3,12C
58,119,femmes,Economie,inf,65.52,27,1,26A
58,120,femmes,Economie,inf,65.53,27,3,26C
58,121,hommes,Economie,inf,80.56,27,2,26B
59,122,hommes,Business,165.0,80.57,7,2,7B
59,123,enfants,Business,165.0,35.07,7,3,7C
60,124,femmes,Economie,inf,65.54,29,1,28A
61,125,hommes,Economie,inf,80.58,32,3,31C
62,126,femmes,Economie,inf,65.55,17,7,17F
62,127,femmes,Economie,inf,65.56,17,6,17E
62,128,femmes,Economie,inf,65.57,17,5,17D
63,129,hommes,Economie,inf,80.59,11,7,10F
64,130,femmes,Economie,inf,65.58,26,5,25D
65,131,femmes,Economie,inf,65.59,35,2,34B
66,132,femmes,Economie,inf,65.6,11,2,10B
66,133,femmes,Economie,inf,65.61,11,1,10A
67,134,hommes,Economie,inf,80.6,31,3,30C
68,135,femmes,Economie,inf,65.62,27,5,26D
69,136,hommes,Business,60.0,80.61,4,1,4A
70,137,hommes,Issue de secours,inf,80.62,24,3,23C
71,138,femmes,Economie,inf,65.63,27,7,26F
71,139,femmes,Economie,inf,65.64,27,6,26E
72,140,femmes,Economie,inf,65.65,13,7,12F
72,141,femmes,Economie,inf,65.66,13,5,12D
72,142,femmes,Economie,inf,65.67,13,6,12E
73,143,femmes,Issue de secours,inf,65.68,24,2,23B
73,144,femmes,Issue de secours,inf,65.69,24,1,23A
74,145,hommes,Economie,inf,80.63,33,7,32F
75,146,hommes,Economie,inf,80.64,20,1,20A
76,147,femmes,Business,115.0,65.7,6,7,6F
77,148,hommes,Economie,inf,80.65,32,6,31E
78,149,hommes,Business,115.0,80.66,6,6,6E
