ID Groupe,ID Passager,Catégorie,Classe,Transit Time,Poids,x,y,Siège
0,0,femmes,Business,70.0,65.0,2,2,2B
0,1,hommes,Business,70.0,80.0,3,2,3B
0,2,enfants,Business,70.0,35.0,3,3,3C
0,3,enfants,Business,70.0,35.01,2,1,2A
0,4,enfants,Business,70.0,35.02,2,3,2C
1,5,femmes,Business,70.0,65.01,2,5,2D
2,6,femmes,Business,60.0,65.02,1,2,1B
2,7,hommes,Business,60.0,80.01,1,3,1C
3,8,femmes,Economie,inf,65.03,13,6,12E
3,9,hommes,Economie,inf,80.02,14,6,14E
3,10,enfants,Economie,inf,35.03,14,5,14D
3,11,enfants,Economie,inf,35.04,13,5,12D
4,12,femmes,Economie,inf,65.04,35,6,34E
5,13,hommes,Business,120.0,80.03,7,5,7D
5,14,hommes,Business,120.0,80.04,8,7,8F
5,15,hommes,Business,120.0,80.05,7,6,7E
5,16,hommes,Business,120.0,80.06,8,6,8E
5,17,hommes,Business,120.0,80.07,8,5,8D
5,18,hommes,Business,120.0,80.08,7,7,7F
6,19,hommes,Economie,inf,80.09,12,7,11F
7,20,hommes,Economie,inf,80.1,13,1,12A
8,21,femmes,Economie,inf,65.05,18,5,18D
8,22,hommes,Economie,inf,80.11,18,6,18E
9,23,femmes,Business,90.0,65.06,5,6,5E
9,24,femmes,Business,90.0,65.07,4,2,4B
9,25,femmes,Business,90.0,65.08,6,5,6D
9,26,femmes,Business,90.0,65.09,4,5,4D
9,27,hommes,Business,90.0,80.12,5,3,5C
9,28,hommes,Business,90.0,80.13,6,1,6A
9,29,hommes,Business,90.0,80.14,6,3,6C
9,30,hommes,Business,90.0,80.15,5,2,5B
9,31,enfants,Business,90.0,35.05,4,1,4A
9,32,enfants,Business,90.0,35.06,4,3,4C
9,33,enfants,Business,90.0,35.07,5,5,5D
9,34,enfants,Business,90.0,35.08,5,1,5A
9,35,enfants,Business,90.0,35.09,6,2,6B
9,36,enfants,Business,90.0,35.1,6,6,6E
10,37,femmes,Business,90.0,65.1,5,7,5F
11,38,femmes,Business,65.0,65.11,3,6,3E
11,39,hommes,Business,65.0,80.16,3,5,3D
12,40,femmes,Business,95.0,65.12,7,3,7C
13,41,hommes,Economie,inf,80.17,22,5,22D
14,42,hommes,Economie,inf,80.18,31,1,30A
